global_run_id,area_pyung,run,zone,zone_count,cleaning_type,obstacle_level,zone_area_ratio_pct,zone_area_m2,floor_type,dirt_level,effective_suction_mode,suction_power_w,brush_power_w,pump_power_w,water_supply_power_w,sensor_power_w,wheel_power_w,zone_time_min,battery_capacity_wh,start_soc_pct,zone_soc_used_pct,zone_target_soc_pct,zone_power_w,zone_energy_wh,soc_before_zone_pct,soc_after_zone_pct,zone_progress_pct,run_total_soc_pct,run_total_energy_wh,run_total_time_min,run_end_soc_pct,needs_recharge,charge_count,charge_event_count_in_zone,is_charge_zone,is_first_charge_zone,is_second_charge_zone,first_charge_zone,first_charge_progress_pct,first_charge_cleaned_area_m2,first_charge_remaining_area_m2,first_charge_soc_at_dock_pct,first_charge_target_soc_pct,first_charge_charged_soc_pct,first_charge_time_min,second_charge_zone,second_charge_progress_pct,second_charge_cleaned_area_m2,second_charge_remaining_area_m2,second_charge_soc_at_dock_pct,second_charge_target_soc_pct,second_charge_charged_soc_pct,second_charge_time_min
24평_572,24.0,572,1,4,물걸레,적음,34.657,22.547,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,9.637,74.88,80.0,5.627,20.627,26.23,4.213,80.0,74.373,34.657,30.572,22.892,30.199,49.428,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_572,24.0,572,2,4,물걸레,적음,21.706,14.122,장판/PVC,보통,중,14.8,6.83,0.5,3.0,4.91,2.84,6.64,74.88,80.0,4.851,19.851,32.819,3.632,74.373,69.522,56.364,30.572,22.892,30.199,49.428,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_572,24.0,572,3,4,물걸레,적음,17.922,11.659,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,4.984,74.88,80.0,2.88,17.88,25.967,2.157,69.522,66.642,74.284,30.572,22.892,30.199,49.428,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_572,24.0,572,4,4,물걸레,적음,25.715,16.73,저파일 러그,높음,터보,63.25,9.0,0.5,3.0,4.91,2.84,8.938,74.88,80.0,17.214,32.214,86.529,12.89,66.642,49.428,100.0,30.572,22.892,30.199,49.428,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_573,24.0,573,1,4,물걸레,보통,26.031,16.936,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,8.226,74.88,80.0,4.791,19.791,26.163,3.587,80.0,75.209,26.032,33.612,25.169,32.582,46.388,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_573,24.0,573,2,4,물걸레,보통,31.079,20.219,고파일 카펫,보통,터보,63.25,9.0,0.5,3.0,4.91,2.84,10.803,74.88,80.0,20.922,35.922,87.009,15.666,75.209,54.287,57.111,33.612,25.169,32.582,46.388,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_573,24.0,573,3,4,물걸레,보통,23.305,15.161,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,7.364,74.88,80.0,4.288,19.288,26.162,3.211,54.287,50.0,80.414,33.612,25.169,32.582,46.388,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_573,24.0,573,4,4,물걸레,보통,19.585,12.742,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,6.189,74.88,80.0,3.612,18.612,26.224,2.705,50.0,46.388,100.0,33.612,25.169,32.582,46.388,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_574,24.0,574,1,4,물걸레,적음,25.262,16.435,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,7.025,74.88,80.0,4.002,19.002,25.589,2.996,80.0,75.998,25.262,24.656,18.461,31.204,55.344,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_574,24.0,574,2,4,물걸레,적음,26.832,17.456,마루/타일,높음,중,14.8,6.83,0.5,3.0,4.91,2.84,9.327,74.88,80.0,6.993,21.993,33.683,5.236,75.998,69.005,52.094,24.656,18.461,31.204,55.344,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_574,24.0,574,3,4,물걸레,적음,22.02,14.326,장판/PVC,높음,중,14.8,6.83,0.5,3.0,4.91,2.84,7.654,74.88,80.0,5.626,20.626,33.018,4.212,69.005,63.38,74.115,24.656,18.461,31.204,55.344,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_574,24.0,574,4,4,물걸레,적음,25.885,16.84,고파일 카펫,낮음,강,32.0,6.83,0.5,3.0,4.91,2.84,7.198,74.88,80.0,8.036,23.036,50.156,6.017,63.38,55.344,100.0,24.656,18.461,31.204,55.344,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_575,24.0,575,1,4,물걸레,많음,29.413,19.136,고파일 카펫,낮음,강,32.0,6.83,0.5,3.0,4.91,2.84,11.685,74.88,80.0,12.859,27.859,49.443,9.629,80.0,67.141,29.414,34.523,25.851,40.574,45.477,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_575,24.0,575,2,4,물걸레,많음,26.026,16.932,현관매트,낮음,중,14.8,6.83,0.5,3.0,4.91,2.84,10.339,74.88,80.0,7.884,22.884,34.257,5.903,67.141,59.257,55.44,34.523,25.851,40.574,45.477,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_575,24.0,575,3,4,물걸레,많음,21.339,13.882,장판/PVC,보통,중,14.8,6.83,0.5,3.0,4.91,2.84,9.325,74.88,80.0,6.959,21.959,33.529,5.211,59.257,52.299,76.778,34.523,25.851,40.574,45.477,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_575,24.0,575,4,4,물걸레,많음,23.222,15.108,저파일 러그,낮음,중,14.8,6.83,0.5,3.0,4.91,2.84,9.225,74.88,80.0,6.822,21.822,33.223,5.108,52.299,45.477,100.0,34.523,25.851,40.574,45.477,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_576,24.0,576,1,4,건식,많음,31.994,20.815,장판/PVC,보통,중,14.8,6.83,0.0,0.0,4.91,2.84,13.981,74.88,80.0,8.771,23.771,28.187,6.568,80.0,71.229,31.995,25.546,19.129,41.972,54.454,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_576,24.0,576,2,4,건식,많음,24.541,15.966,장판/PVC,보통,중,14.8,6.83,0.0,0.0,4.91,2.84,10.724,74.88,80.0,7.064,22.064,29.597,5.29,71.229,64.165,56.536,25.546,19.129,41.972,54.454,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_576,24.0,576,3,4,건식,많음,27.456,17.862,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,10.907,74.88,80.0,5.492,20.492,22.62,4.112,64.165,58.673,83.991,25.546,19.129,41.972,54.454,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_576,24.0,576,4,4,건식,많음,16.01,10.415,현관매트,낮음,중,14.8,6.83,0.0,0.0,4.91,2.84,6.36,74.88,80.0,4.219,19.219,29.802,3.159,58.673,54.454,100.0,25.546,19.129,41.972,54.454,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_577,24.0,577,1,4,건식,많음,29.98,19.504,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,11.91,74.88,80.0,6.045,21.045,22.806,4.527,80.0,73.955,29.98,22.317,16.711,40.776,57.683,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_577,24.0,577,2,4,건식,많음,29.551,19.225,마루/타일,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,11.739,74.88,80.0,5.93,20.93,22.699,4.441,73.955,68.024,59.531,22.317,16.711,40.776,57.683,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_577,24.0,577,3,4,건식,많음,14.01,9.114,마루/타일,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,5.565,74.88,80.0,2.791,17.791,22.534,2.09,68.024,65.233,73.54,22.317,16.711,40.776,57.683,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_577,24.0,577,4,4,건식,많음,26.46,17.214,장판/PVC,보통,중,14.8,6.83,0.0,0.0,4.91,2.84,11.562,74.88,80.0,7.55,22.55,29.336,5.653,65.233,57.683,100.0,22.317,16.711,40.776,57.683,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_578,24.0,578,1,4,건식,많음,17.881,11.633,저파일 러그,낮음,중,14.8,6.83,0.0,0.0,4.91,2.84,7.103,74.88,80.0,4.615,19.615,29.193,3.456,80.0,75.385,17.881,32.795,24.557,40.431,47.205,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_578,24.0,578,2,4,건식,많음,17.782,11.569,고파일 카펫,보통,터보,63.25,9.0,0.0,0.0,4.91,2.84,7.77,74.88,80.0,13.848,28.848,80.069,10.369,75.385,61.537,35.664,32.795,24.557,40.431,47.205,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_578,24.0,578,3,4,건식,많음,37.72,24.54,현관매트,낮음,중,14.8,6.83,0.0,0.0,4.91,2.84,14.984,74.88,80.0,9.062,24.062,27.173,6.786,61.537,52.475,73.384,32.795,24.557,40.431,47.205,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_578,24.0,578,4,4,건식,많음,26.617,17.316,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,10.574,74.88,80.0,5.27,20.27,22.391,3.946,52.475,47.205,100.0,32.795,24.557,40.431,47.205,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_579,24.0,579,1,4,건식,많음,14.175,9.222,마루/타일,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,5.631,74.88,80.0,2.792,17.792,22.27,2.09,80.0,77.208,14.175,31.337,23.465,42.628,48.663,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_579,24.0,579,2,4,건식,많음,15.374,10.002,마루/타일,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,6.107,74.88,80.0,3.045,18.045,22.401,2.28,77.208,74.163,29.549,31.337,23.465,42.628,48.663,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_579,24.0,579,3,4,건식,많음,29.224,19.013,장판/PVC,높음,중,14.8,6.83,0.0,0.0,4.91,2.84,14.512,74.88,80.0,9.239,24.239,28.603,6.918,74.163,64.925,58.773,31.337,23.465,42.628,48.663,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_579,24.0,579,4,4,건식,많음,41.227,26.822,고파일 카펫,낮음,강,32.0,6.83,0.0,0.0,4.91,2.84,16.378,74.88,80.0,16.261,31.261,44.61,12.177,64.925,48.663,100.0,31.337,23.465,42.628,48.663,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_58,24.0,58,1,4,건식,많음,17.426,11.337,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,6.922,74.88,80.0,3.479,18.479,22.58,2.605,80.0,76.521,17.426,19.67,14.728,39.725,60.33,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_58,24.0,58,2,4,건식,많음,24.069,15.659,마루/타일,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,9.562,74.88,80.0,4.846,19.846,22.765,3.628,76.521,71.675,41.495,19.67,14.728,39.725,60.33,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_58,24.0,58,3,4,건식,많음,37.863,24.633,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,15.041,74.88,80.0,7.18,22.18,21.445,5.376,71.675,64.495,79.358,19.67,14.728,39.725,60.33,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_58,24.0,58,4,4,건식,많음,20.642,13.429,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,8.2,74.88,80.0,4.165,19.165,22.822,3.119,64.495,60.33,100.0,19.67,14.728,39.725,60.33,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_580,24.0,580,1,4,건식,많음,36.879,23.993,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,14.65,74.88,80.0,7.16,22.16,21.956,5.361,80.0,72.84,36.879,21.577,16.156,40.532,58.423,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_580,24.0,580,2,4,건식,많음,20.329,13.226,장판/PVC,보통,중,14.8,6.83,0.0,0.0,4.91,2.84,8.883,74.88,80.0,5.824,20.824,29.456,4.361,72.84,67.017,57.208,21.577,16.156,40.532,58.423,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_580,24.0,580,3,4,건식,많음,18.088,11.768,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,7.185,74.88,80.0,3.625,18.625,22.664,2.714,67.017,63.391,75.296,21.577,16.156,40.532,58.423,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_580,24.0,580,4,4,건식,많음,24.704,16.072,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,9.814,74.88,80.0,4.969,19.969,22.743,3.72,63.391,58.423,100.0,21.577,16.156,40.532,58.423,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_581,24.0,581,1,4,물걸레,보통,15.37,10.0,장판/PVC,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,4.857,74.88,80.0,2.816,17.816,26.053,2.109,80.0,77.184,15.371,28.128,21.063,34.787,51.872,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_581,24.0,581,2,4,물걸레,보통,32.41,21.085,현관매트,높음,강,32.0,6.83,0.5,3.0,4.91,2.84,12.802,74.88,80.0,14.293,29.293,50.162,10.703,77.184,62.89,47.78,28.128,21.063,34.787,51.872,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_581,24.0,581,3,4,물걸레,보통,32.388,21.071,마루/타일,낮음,약,8.0,6.83,0.5,3.0,4.91,2.84,10.235,74.88,80.0,5.949,20.949,26.116,4.455,62.89,56.941,80.168,28.128,21.063,34.787,51.872,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_581,24.0,581,4,4,물걸레,보통,19.832,12.902,장판/PVC,보통,중,14.8,6.83,0.5,3.0,4.91,2.84,6.893,74.88,80.0,5.069,20.069,33.042,3.796,56.941,51.872,100.0,28.128,21.063,34.787,51.872,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_582,24.0,582,1,4,건식,보통,24.692,16.064,마루/타일,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,7.803,74.88,80.0,3.89,18.89,22.391,2.912,80.0,76.11,24.692,32.101,24.038,34.609,47.899,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_582,24.0,582,2,4,건식,보통,24.631,16.025,저파일 러그,높음,터보,63.25,9.0,0.0,0.0,4.91,2.84,9.729,74.88,80.0,17.824,32.824,82.313,13.347,76.11,58.286,49.324,32.101,24.038,34.609,47.899,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_582,24.0,582,3,4,건식,보통,33.667,21.903,장판/PVC,보통,중,14.8,6.83,0.0,0.0,4.91,2.84,11.702,74.88,80.0,7.745,22.745,29.739,5.8,58.286,50.541,82.991,32.101,24.038,34.609,47.899,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_582,24.0,582,4,4,건식,보통,17.01,11.066,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,5.375,74.88,80.0,2.642,17.642,22.091,1.979,50.541,47.899,100.0,32.101,24.038,34.609,47.899,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_583,24.0,583,1,4,건식,보통,27.517,17.902,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,8.695,74.88,80.0,4.414,19.414,22.806,3.305,80.0,75.586,27.517,20.129,15.072,32.762,59.871,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_583,24.0,583,2,4,건식,보통,22.362,14.549,현관매트,낮음,중,14.8,6.83,0.0,0.0,4.91,2.84,7.066,74.88,80.0,4.596,19.596,29.219,3.441,75.586,70.991,49.88,20.129,15.072,32.762,59.871,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_583,24.0,583,3,4,건식,보통,14.728,9.581,마루/타일,높음,중,14.8,6.83,0.0,0.0,4.91,2.84,5.817,74.88,80.0,3.861,18.861,29.819,2.891,70.991,67.13,64.607,20.129,15.072,32.762,59.871,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_583,24.0,583,4,4,건식,보통,35.393,23.026,저파일 러그,낮음,중,14.8,6.83,0.0,0.0,4.91,2.84,11.184,74.88,80.0,7.259,22.259,29.158,5.435,67.13,59.871,100.0,20.129,15.072,32.762,59.871,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_584,24.0,584,1,4,건식,많음,25.114,16.339,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,9.977,74.88,80.0,4.975,19.975,22.402,3.725,80.0,75.025,25.115,20.033,15.001,39.725,59.967,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_584,24.0,584,2,4,건식,많음,16.307,10.609,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,6.478,74.88,80.0,3.247,18.247,22.525,2.432,75.025,71.778,41.422,20.033,15.001,39.725,59.967,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_584,24.0,584,3,4,건식,많음,26.64,17.332,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,10.583,74.88,80.0,5.273,20.273,22.383,3.948,71.778,66.505,68.062,20.033,15.001,39.725,59.967,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_584,24.0,584,4,4,건식,많음,31.938,20.778,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,12.687,74.88,80.0,6.539,21.539,23.154,4.896,66.505,59.967,100.0,20.033,15.001,39.725,59.967,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_585,24.0,585,1,4,건식,보통,30.4,19.778,장판/PVC,보통,중,14.8,6.83,0.0,0.0,4.91,2.84,10.567,74.88,80.0,7.012,22.012,29.81,5.25,80.0,72.988,30.401,19.698,14.749,33.279,60.302,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_585,24.0,585,2,4,건식,보통,22.722,14.782,장판/PVC,보통,중,14.8,6.83,0.0,0.0,4.91,2.84,7.898,74.88,80.0,5.218,20.218,29.681,3.907,72.988,67.771,53.122,19.698,14.749,33.279,60.302,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_585,24.0,585,3,4,건식,보통,22.936,14.922,마루/타일,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,7.248,74.88,80.0,3.648,18.648,22.608,2.731,67.771,64.123,76.058,19.698,14.749,33.279,60.302,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_585,24.0,585,4,4,건식,보통,23.942,15.576,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,7.566,74.88,80.0,3.821,18.821,22.688,2.861,64.123,60.302,100.0,19.698,14.749,33.279,60.302,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_586,24.0,586,1,4,건식,많음,35.584,23.15,저파일 러그,보통,강,32.0,6.83,0.0,0.0,4.91,2.84,15.55,74.88,80.0,14.6,29.6,42.185,10.933,80.0,65.4,35.584,28.659,21.46,41.14,51.341,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_586,24.0,586,2,4,건식,많음,18.607,12.105,마루/타일,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,7.392,74.88,80.0,3.736,18.736,22.703,2.797,65.4,61.664,54.191,28.659,21.46,41.14,51.341,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_586,24.0,586,3,4,건식,많음,16.997,11.058,저파일 러그,낮음,중,14.8,6.83,0.0,0.0,4.91,2.84,6.752,74.88,80.0,4.473,19.473,29.769,3.35,61.664,57.191,71.188,28.659,21.46,41.14,51.341,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_586,24.0,586,4,4,건식,많음,28.812,18.744,장판/PVC,낮음,약,8.0,6.83,0.0,0.0,4.91,2.84,11.446,74.88,80.0,5.85,20.85,22.96,4.38,57.191,51.341,100.0,28.659,21.46,41.14,51.341,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_587,24.0,587,1,4,건식,보통,18.921,12.31,고파일 카펫,낮음,강,32.0,6.83,0.0,0.0,4.91,2.84,5.979,74.88,80.0,6.149,21.149,46.202,4.604,80.0,73.851,18.922,39.935,29.904,34.894,40.065,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24평_587,24.0,587,2,4,건식,보통,34.298,22.313,고파일 카펫,높음,터보,63.25,9.0,0.0,0.0,4.91,2.84,13.547,74.88,80.0,23.76,38.76,78.801,17.792,73.851,50.091,53.219,39.935,29.904,34.894,40.065,무충전 완주 가능,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
